,RefSeq Assembly ID,#assembly_accession,bioproject,biosample,wgs_master,refseq_category,taxid,species_taxid,organism_name,infraspecific_name,isolate,version_status,assembly_level,release_type,genome_rep,seq_rel_date,asm_name,asm_submitter,gbrs_paired_asm,paired_asm_comp,ftp_path,excluded_from_refseq,relation_to_type_material,asm_not_live_date,assembly_type,group,genome_size,genome_size_ungapped,gc_percent,replicon_count,scaffold_count,contig_count,annotation_provider,annotation_name,annotation_date,total_gene_count,protein_coding_gene_count,non_coding_gene_count,pubmed_id
49,GCF_000524595.1,GCF_000524595.1,PRJNA224116,SAMN02641599,na,na,1448140.0,287.0,Pseudomonas aeruginosa YL84,strain=YL84,na,latest,Complete Genome,Major,Full,2014/01/30,ASM52459v1,UNIVERSITY OF MALAYA,GCA_000524595.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/524/595/GCF_000524595.1_ASM52459v1,na,na,na,haploid,bacteria,6433441.0,6433441.0,66.0,1.0,1.0,1.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),11/11/22,5962,5807,81,24699957
50,GCF_000763245.3,GCF_000763245.3,PRJNA224116,SAMN02947975,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=CCBH4851,na,latest,Complete Genome,Major,Full,2020/03/04,ASM76324v3,Instituto Oswaldo Cruz,GCA_000763245.3,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/763/245/GCF_000763245.3_ASM76324v3,na,na,na,haploid,bacteria,6834257.0,6834257.0,66.0,1.0,1.0,1.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),03/09/23,6452,6279,82,25466623
51,GCF_000816985.1,GCF_000816985.1,PRJNA224116,SAMN02673269,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=F22031,na,latest,Complete Genome,Major,Full,2015/01/09,ASM81698v1,MSKCC,GCA_000816985.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/816/985/GCF_000816985.1_ASM81698v1,na,na,na,haploid,bacteria,6603099.0,6603099.0,66.0,1.0,1.0,1.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),11/28/22,6143,5988,80,na
52,GCF_022700635.2,GCF_022700635.2,PRJNA224116,SAMN15963197,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=PAD8,na,latest,Complete Genome,Major,Full,2023/06/01,ASM2270063v2,College of Life Science,GCA_022700635.2,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/700/635/GCF_022700635.2_ASM2270063v2,na,na,na,haploid,bacteria,6607909.0,6607909.0,66.0,2.0,2.0,2.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),06/02/23,6160,6024,80,na
53,GCF_000829255.1,GCF_000829255.1,PRJNA224116,SAMD00019082,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=NCGM1984,na,latest,Complete Genome,Major,Full,2014/09/18,ASM82925v1,National Center for Global Health and Medicine,GCA_000829255.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/829/255/GCF_000829255.1_ASM82925v1,na,na,na,haploid,bacteria,6850954.0,6850954.0,65.5,1.0,1.0,1.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),03/12/23,6497,6334,86,27055243
54,GCF_000829275.1,GCF_000829275.1,PRJNA224116,SAMD00018700,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=NCGM1900,na,latest,Complete Genome,Major,Full,2014/08/01,ASM82927v1,"Department of Infectious Diseases, National Center for Global Health and Medicine",GCA_000829275.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/829/275/GCF_000829275.1_ASM82927v1,na,na,na,haploid,bacteria,6814936.0,6814936.0,65.5,1.0,1.0,1.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),12/24/22,6445,6270,86,na
55,GCF_000829885.1,GCF_000829885.1,PRJNA224116,SAMN02732380,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=FRD1,na,latest,Complete Genome,Major,Full,2015/01/29,ASM82988v1,Mercer University,GCA_000829885.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/829/885/GCF_000829885.1_ASM82988v1,na,na,na,haploid,bacteria,6712339.0,6712339.0,66.0,1.0,1.0,1.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),11/28/22,6254,5915,80,na
56,GCF_000981825.1,GCF_000981825.1,PRJNA224116,SAMN03389320,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=Carb01 63,na,latest,Complete Genome,Major,Full,2015/04/29,ASM98182v1,Maasstad Hospital,GCA_000981825.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/981/825/GCF_000981825.1_ASM98182v1,na,na,na,haploid,bacteria,7497593.0,7497593.0,65.5,1.0,1.0,1.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),11/28/22,7204,6987,85,na
57,GCF_001045685.1,GCF_001045685.1,PRJNA224116,SAMN03761153,na,na,1123015.0,287.0,Pseudomonas aeruginosa DSM 50071 = NBRC 12689,strain=DSM 50071,na,latest,Complete Genome,Major,Full,2015/07/02,ASM104568v1,Okinawa Institute of Advanced Sciences,GCA_001045685.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/045/685/GCF_001045685.1_ASM104568v1,na,assembly from type material,na,haploid,bacteria,6317050.0,6317050.0,66.5,1.0,1.0,1.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),11/11/22,5864,5736,80,26294631
58,GCF_001077475.1,GCF_001077475.1,PRJNA224116,SAMN03852256,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=F9676,na,latest,Complete Genome,Major,Full,2015/07/13,ASM107747v1,China National Rice Research Institute,GCA_001077475.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/077/475/GCF_001077475.1_ASM107747v1,na,na,na,haploid,bacteria,6368008.0,6368008.0,66.0,1.0,1.0,1.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),11/29/22,5881,5752,79,na
59,GCF_030121855.1,GCF_030121855.1,PRJNA224116,SAMN28004147,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=NY5506,na,latest,Complete Genome,Major,Full,2023/05/26,ASM3012185v1,Beijing Institute of Microbiology and Epidemiology,GCA_030121855.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/121/855/GCF_030121855.1_ASM3012185v1,na,na,na,haploid,bacteria,6755261.0,6755261.0,65.5,2.0,2.0,2.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),05/27/23,6335,6200,78,na
60,GCF_030121875.1,GCF_030121875.1,PRJNA224116,SAMN28004167,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=NY5507,na,latest,Complete Genome,Major,Full,2023/05/26,ASM3012187v1,Beijing Institute of Microbiology and Epidemiology,GCA_030121875.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/121/875/GCF_030121875.1_ASM3012187v1,na,na,na,haploid,bacteria,6925568.0,6925568.0,65.5,3.0,3.0,3.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),05/27/23,6513,6367,79,na
61,GCF_030121895.1,GCF_030121895.1,PRJNA224116,SAMN28004177,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=NY5510,na,latest,Complete Genome,Major,Full,2023/05/26,ASM3012189v1,Beijing Institute of Microbiology and Epidemiology,GCA_030121895.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/121/895/GCF_030121895.1_ASM3012189v1,na,na,na,haploid,bacteria,6802141.0,6802141.0,65.5,2.0,2.0,2.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),05/27/23,6439,6295,79,na
62,GCF_030121915.1,GCF_030121915.1,PRJNA224116,SAMN28004186,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=NY5511,na,latest,Complete Genome,Major,Full,2023/05/26,ASM3012191v1,Beijing Institute of Microbiology and Epidemiology,GCA_030121915.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/121/915/GCF_030121915.1_ASM3012191v1,na,na,na,haploid,bacteria,6941060.0,6941060.0,65.5,3.0,3.0,3.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),05/27/23,6525,6381,79,na
63,GCF_030121935.1,GCF_030121935.1,PRJNA224116,SAMN28004303,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=NY5524,na,latest,Complete Genome,Major,Full,2023/05/26,ASM3012193v1,Beijing Institute of Microbiology and Epidemiology,GCA_030121935.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/121/935/GCF_030121935.1_ASM3012193v1,na,na,na,haploid,bacteria,7269449.0,7269449.0,65.5,3.0,3.0,3.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),05/27/23,6969,6775,81,na
64,GCF_030121955.1,GCF_030121955.1,PRJNA224116,SAMN28004304,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=NY5525,na,latest,Complete Genome,Major,Full,2023/05/26,ASM3012195v1,Beijing Institute of Microbiology and Epidemiology,GCA_030121955.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/121/955/GCF_030121955.1_ASM3012195v1,na,na,na,haploid,bacteria,6740322.0,6740322.0,65.5,1.0,1.0,1.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),05/27/23,6441,6265,78,na
65,GCF_030121975.1,GCF_030121975.1,PRJNA224116,SAMN28004302,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=NY5523,na,latest,Complete Genome,Major,Full,2023/05/26,ASM3012197v1,Beijing Institute of Microbiology and Epidemiology,GCA_030121975.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/121/975/GCF_030121975.1_ASM3012197v1,na,na,na,haploid,bacteria,6918147.0,6918147.0,66.0,1.0,1.0,1.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),05/27/23,6464,6304,81,na
66,GCF_030121995.1,GCF_030121995.1,PRJNA224116,SAMN28004215,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=NY5520,na,latest,Complete Genome,Major,Full,2023/05/26,ASM3012199v1,Beijing Institute of Microbiology and Epidemiology,GCA_030121995.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/121/995/GCF_030121995.1_ASM3012199v1,na,na,na,haploid,bacteria,6720609.0,6720609.0,65.5,4.0,4.0,4.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),05/27/23,6376,6229,79,na
67,GCF_030122015.1,GCF_030122015.1,PRJNA224116,SAMN28004419,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=NY5530,na,latest,Complete Genome,Major,Full,2023/05/26,ASM3012201v1,Beijing Institute of Microbiology and Epidemiology,GCA_030122015.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/122/015/GCF_030122015.1_ASM3012201v1,na,na,na,haploid,bacteria,7117478.0,7117478.0,65.5,4.0,4.0,4.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),05/27/23,6727,6586,79,na
68,GCF_030122035.1,GCF_030122035.1,PRJNA224116,SAMN28004420,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=NY5532,na,latest,Complete Genome,Major,Full,2023/05/26,ASM3012203v1,Beijing Institute of Microbiology and Epidemiology,GCA_030122035.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/122/035/GCF_030122035.1_ASM3012203v1,na,na,na,haploid,bacteria,7347548.0,7347548.0,65.0,3.0,3.0,3.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),05/27/23,7035,6833,80,na
69,GCF_030122055.1,GCF_030122055.1,PRJNA224116,SAMN28004425,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=NY5535,na,latest,Complete Genome,Major,Full,2023/05/26,ASM3012205v1,Beijing Institute of Microbiology and Epidemiology,GCA_030122055.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/122/055/GCF_030122055.1_ASM3012205v1,na,na,na,haploid,bacteria,6906526.0,6906526.0,65.5,3.0,3.0,3.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),05/27/23,6592,6426,79,na
70,GCF_030122075.1,GCF_030122075.1,PRJNA224116,SAMN28004476,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=NY11173,na,latest,Complete Genome,Major,Full,2023/05/26,ASM3012207v1,Beijing Institute of Microbiology and Epidemiology,GCA_030122075.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/122/075/GCF_030122075.1_ASM3012207v1,na,na,na,haploid,bacteria,6978918.0,6978918.0,65.5,2.0,2.0,2.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),05/27/23,6602,6456,81,na
71,GCF_030122095.1,GCF_030122095.1,PRJNA224116,SAMN28004767,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=NY11210,na,latest,Complete Genome,Major,Full,2023/05/26,ASM3012209v1,Beijing Institute of Microbiology and Epidemiology,GCA_030122095.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/122/095/GCF_030122095.1_ASM3012209v1,na,na,na,haploid,bacteria,6970081.0,6970081.0,65.5,2.0,2.0,2.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),05/27/23,6549,6411,79,na
72,GCF_030122115.1,GCF_030122115.1,PRJNA224116,SAMN28004775,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=NY11254,na,latest,Complete Genome,Major,Full,2023/05/26,ASM3012211v1,Beijing Institute of Microbiology and Epidemiology,GCA_030122115.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/122/115/GCF_030122115.1_ASM3012211v1,na,na,na,haploid,bacteria,7044511.0,7044511.0,65.5,1.0,1.0,1.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),05/27/23,6622,6464,82,na
73,GCF_030122135.1,GCF_030122135.1,PRJNA224116,SAMN28004808,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=NY13932,na,latest,Complete Genome,Major,Full,2023/05/26,ASM3012213v1,Beijing Institute of Microbiology and Epidemiology,GCA_030122135.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/122/135/GCF_030122135.1_ASM3012213v1,na,na,na,haploid,bacteria,6907196.0,6907196.0,65.5,3.0,3.0,3.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),05/27/23,6491,6369,79,na
74,GCF_030122155.1,GCF_030122155.1,PRJNA224116,SAMN28005019,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=NY13936,na,latest,Complete Genome,Major,Full,2023/05/26,ASM3012215v1,Beijing Institute of Microbiology and Epidemiology,GCA_030122155.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/122/155/GCF_030122155.1_ASM3012215v1,na,na,na,haploid,bacteria,6852346.0,6852346.0,65.5,1.0,1.0,1.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),05/27/23,6373,6206,81,na
75,GCF_030034615.1,GCF_030034615.1,PRJNA224116,SAMN33446046,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=ZY94,na,latest,Complete Genome,Major,Full,2023/05/18,ASM3003461v1,"The First Affiliated Hospital, Zhejiang University School of Medicine",GCA_030034615.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/034/615/GCF_030034615.1_ASM3003461v1,na,na,na,haploid,bacteria,7039758.0,7039758.0,65.5,2.0,2.0,2.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),05/19/23,6573,6408,80,na
76,GCF_030034635.1,GCF_030034635.1,PRJNA224116,SAMN33446047,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=ZY156,na,latest,Complete Genome,Major,Full,2023/05/18,ASM3003463v1,"The First Affiliated Hospital, Zhejiang University School of Medicine",GCA_030034635.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/034/635/GCF_030034635.1_ASM3003463v1,na,na,na,haploid,bacteria,7045512.0,7045512.0,65.5,2.0,2.0,2.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),05/19/23,6579,6416,80,na
77,GCF_030034655.1,GCF_030034655.1,PRJNA224116,SAMN33446052,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=ZY36,na,latest,Complete Genome,Major,Full,2023/05/18,ASM3003465v1,"The First Affiliated Hospital, Zhejiang University School of Medicine",GCA_030034655.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/034/655/GCF_030034655.1_ASM3003465v1,na,na,na,haploid,bacteria,7046433.0,7046433.0,65.5,2.0,2.0,2.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),05/19/23,6578,6415,80,na
78,GCF_030034675.1,GCF_030034675.1,PRJNA224116,SAMN33446053,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=ZY1710,na,latest,Complete Genome,Major,Full,2023/05/18,ASM3003467v1,"The First Affiliated Hospital, Zhejiang University School of Medicine",GCA_030034675.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/034/675/GCF_030034675.1_ASM3003467v1,na,na,na,haploid,bacteria,7045932.0,7045932.0,65.5,2.0,2.0,2.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),05/19/23,6579,6414,80,na
79,GCF_001293085.1,GCF_001293085.1,PRJNA224116,SAMN04074798,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=PA1RG,na,latest,Complete Genome,Major,Full,2015/09/17,ASM129308v1,Third Military Medical University,GCA_001293085.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/293/085/GCF_001293085.1_ASM129308v1,na,na,na,haploid,bacteria,6500439.0,6500439.0,66.0,1.0,1.0,1.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),02/05/23,6071,5932,81,26893434
80,GCF_030028275.1,GCF_030028275.1,PRJNA224116,SAMN35005130,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=SF416,na,latest,Complete Genome,Major,Full,2023/05/17,ASM3002827v1,Shanghai JiaoTong University,GCA_030028275.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/028/275/GCF_030028275.1_ASM3002827v1,na,na,na,haploid,bacteria,6423038.0,6423038.0,66.0,1.0,1.0,1.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),05/18/23,5906,5784,80,na
81,GCF_029958385.1,GCF_029958385.1,PRJNA224116,SAMN34403540,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=Li010,na,latest,Complete Genome,Major,Full,2023/05/09,ASM2995838v1,KU Leuven,GCA_029958385.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/029/958/385/GCF_029958385.1_ASM2995838v1,na,na,na,haploid,bacteria,6968785.0,6968785.0,65.5,1.0,1.0,1.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),05/13/23,6605,6383,83,na
82,GCF_029961245.1,GCF_029961245.1,PRJNA224116,SAMN20344479,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=2021CK-01159,na,latest,Complete Genome,Major,Full,2023/05/10,ASM2996124v1,Utah Public Health Laboratory Infectious Disease submission group,GCA_029961245.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/029/961/245/GCF_029961245.1_ASM2996124v1,na,na,na,haploid,bacteria,6566841.0,6566841.0,66.0,2.0,2.0,2.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),05/13/23,6121,5980,79,na
83,GCF_029961265.1,GCF_029961265.1,PRJNA224116,SAMN20344477,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=2021CK-01157,na,latest,Complete Genome,Major,Full,2023/05/10,ASM2996126v1,Utah Public Health Laboratory Infectious Disease submission group,GCA_029961265.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/029/961/265/GCF_029961265.1_ASM2996126v1,na,na,na,haploid,bacteria,6549570.0,6549570.0,66.0,2.0,2.0,2.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),05/13/23,6109,5969,79,na
84,GCF_029961285.1,GCF_029961285.1,PRJNA224116,SAMN20344481,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=2021CK-01161,na,latest,Complete Genome,Major,Full,2023/05/10,ASM2996128v1,Utah Public Health Laboratory Infectious Disease submission group,GCA_029961285.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/029/961/285/GCF_029961285.1_ASM2996128v1,na,na,na,haploid,bacteria,7289872.0,7289872.0,65.5,6.0,6.0,6.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),05/13/23,6963,6586,86,na
85,GCF_029961305.1,GCF_029961305.1,PRJNA224116,SAMN20344478,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=2021CK-01158,na,latest,Complete Genome,Major,Full,2023/05/10,ASM2996130v1,Utah Public Health Laboratory Infectious Disease submission group,GCA_029961305.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/029/961/305/GCF_029961305.1_ASM2996130v1,na,na,na,haploid,bacteria,6588299.0,6588299.0,66.0,3.0,3.0,3.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),05/13/23,6168,6025,79,na
86,GCF_029961325.1,GCF_029961325.1,PRJNA224116,SAMN20344482,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=2021CK-01162,na,latest,Complete Genome,Major,Full,2023/05/10,ASM2996132v1,Utah Public Health Laboratory Infectious Disease submission group,GCA_029961325.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/029/961/325/GCF_029961325.1_ASM2996132v1,na,na,na,haploid,bacteria,7447869.0,7447869.0,65.5,6.0,6.0,6.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),05/13/23,7157,6746,86,na
87,GCF_029961345.1,GCF_029961345.1,PRJNA224116,SAMN20674995,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=2021CK-01198,na,latest,Complete Genome,Major,Full,2023/05/10,ASM2996134v1,Utah Public Health Laboratory Infectious Disease submission group,GCA_029961345.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/029/961/345/GCF_029961345.1_ASM2996134v1,na,na,na,haploid,bacteria,6549207.0,6549207.0,66.0,2.0,2.0,2.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),05/13/23,6109,5966,79,na
88,GCF_029961385.1,GCF_029961385.1,PRJNA224116,SAMN20675023,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=2021CK-01227,na,latest,Complete Genome,Major,Full,2023/05/10,ASM2996138v1,Utah Public Health Laboratory Infectious Disease submission group,GCA_029961385.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/029/961/385/GCF_029961385.1_ASM2996138v1,na,na,na,haploid,bacteria,6475465.0,6475465.0,66.0,1.0,1.0,1.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),05/13/23,5999,5877,80,na
89,GCF_029961405.1,GCF_029961405.1,PRJNA224116,SAMN20675025,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=2021CK-01229,na,latest,Complete Genome,Major,Full,2023/05/10,ASM2996140v1,Utah Public Health Laboratory Infectious Disease submission group,GCA_029961405.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/029/961/405/GCF_029961405.1_ASM2996140v1,na,na,na,haploid,bacteria,6474081.0,6474081.0,66.0,1.0,1.0,1.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),05/13/23,5999,5877,80,na
90,GCF_029961425.1,GCF_029961425.1,PRJNA224116,SAMN21493821,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=2021CK-01283,na,latest,Complete Genome,Major,Full,2023/05/10,ASM2996142v1,Utah Public Health Laboratory Infectious Disease submission group,GCA_029961425.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/029/961/425/GCF_029961425.1_ASM2996142v1,na,na,na,haploid,bacteria,6489094.0,6489094.0,66.0,1.0,1.0,1.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),05/13/23,6022,5898,80,na
91,GCF_029961445.1,GCF_029961445.1,PRJNA224116,SAMN21493842,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=2021CK-01315,na,latest,Complete Genome,Major,Full,2023/05/10,ASM2996144v1,Utah Public Health Laboratory Infectious Disease submission group,GCA_029961445.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/029/961/445/GCF_029961445.1_ASM2996144v1,na,na,na,haploid,bacteria,6596513.0,6596513.0,66.0,1.0,1.0,1.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),05/13/23,6160,6024,79,na
92,GCF_029961465.1,GCF_029961465.1,PRJNA224116,SAMN22334930,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=2021CK-01445,na,latest,Complete Genome,Major,Full,2023/05/10,ASM2996146v1,Utah Public Health Laboratory Infectious Disease submission group,GCA_029961465.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/029/961/465/GCF_029961465.1_ASM2996146v1,na,na,na,haploid,bacteria,6581794.0,6581794.0,66.0,1.0,1.0,1.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),05/13/23,6119,5990,80,na
93,GCF_029961485.1,GCF_029961485.1,PRJNA224116,SAMN22933764,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=2021CK-01536,na,latest,Complete Genome,Major,Full,2023/05/10,ASM2996148v1,Utah Public Health Laboratory Infectious Disease submission group,GCA_029961485.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/029/961/485/GCF_029961485.1_ASM2996148v1,na,na,na,haploid,bacteria,6374511.0,6374511.0,66.0,1.0,1.0,1.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),05/13/23,5903,5725,79,na
94,GCF_029961505.1,GCF_029961505.1,PRJNA224116,SAMN22334977,na,na,287.0,287.0,Pseudomonas aeruginosa,strain=2021CK-01494,na,latest,Complete Genome,Major,Full,2023/05/10,ASM2996150v1,Utah Public Health Laboratory Infectious Disease submission group,GCA_029961505.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/029/961/505/GCF_029961505.1_ASM2996150v1,na,na,na,haploid,bacteria,6583426.0,6583426.0,66.0,1.0,1.0,1.0,NCBI RefSeq,NCBI Prokaryotic Genome Annotation Pipeline (PGAP),05/13/23,6120,5994,80,na
